rowid,pl_hostname,pl_letter,pl_pnum
2600,Kepler-55,c,5
2601,Kepler-55,d,5
2602,Kepler-55,e,5
2603,Kepler-55,f,5
2604,Kepler-550,b,1
2605,Kepler-551,b,1
2606,Kepler-552,b,1
2607,Kepler-553,b,2
2608,Kepler-553,c,2
2609,Kepler-554,b,1
2610,Kepler-555,b,1
2611,Kepler-556,b,1
2612,Kepler-557,b,1
2613,Kepler-558,b,1
2614,Kepler-559,b,1
2615,Kepler-56,b,3
2616,Kepler-56,c,3
2617,Kepler-56,d,3
2618,Kepler-560,b,1
2619,Kepler-561,b,2
2620,Kepler-561,c,2
2621,Kepler-562,b,1
2622,Kepler-563,b,1
2623,Kepler-564,b,1
2624,Kepler-565,b,1
2625,Kepler-566,b,1
2626,Kepler-567,b,1
2627,Kepler-568,b,1
2628,Kepler-569,b,1
2629,Kepler-57,b,2
2630,Kepler-57,c,2
2631,Kepler-570,b,1
2632,Kepler-571,b,1
2633,Kepler-572,b,1
2634,Kepler-573,b,1
2635,Kepler-574,b,1
2636,Kepler-575,b,1
2637,Kepler-576,b,1
2638,Kepler-577,b,1
2639,Kepler-578,b,1
2640,Kepler-579,b,1
2641,Kepler-58,b,3
2642,Kepler-58,c,3
2643,Kepler-58,d,3
2644,Kepler-580,b,1
2645,Kepler-581,b,1
2646,Kepler-582,b,1
2647,Kepler-583,b,1
2648,Kepler-584,b,1
2649,Kepler-585,b,1
2650,Kepler-586,b,1
2651,Kepler-587,b,1
2652,Kepler-588,b,1
2653,Kepler-589,b,1
2654,Kepler-59,b,2
2655,Kepler-59,c,2
2656,Kepler-590,b,1
2657,Kepler-591,b,1
2658,Kepler-592,b,1
2659,Kepler-593,b,1
2660,Kepler-594,b,1
2661,Kepler-595,b,1
2662,Kepler-596,b,1
2663,Kepler-597,b,1
2664,Kepler-598,b,1
2665,Kepler-599,b,1
2666,Kepler-6,b,1
2667,Kepler-60,b,3
2668,Kepler-60,c,3
2669,Kepler-60,d,3
2670,Kepler-600,b,1
2671,Kepler-601,b,1
2672,Kepler-602,b,1
2673,Kepler-603,b,3
2674,Kepler-603,c,3
2675,Kepler-603,d,3
2676,Kepler-604,b,1
2677,Kepler-605,b,2
2678,Kepler-605,c,2
2679,Kepler-606,b,1
2680,Kepler-607,b,1
2681,Kepler-608,b,1
2682,Kepler-609,b,1
2683,Kepler-61,b,1
2684,Kepler-610,b,2
2685,Kepler-610,c,2
2686,Kepler-611,b,1
2687,Kepler-612,b,1
2688,Kepler-613,b,1
2689,Kepler-614,b,1
2690,Kepler-615,b,1
2691,Kepler-616,b,2
2692,Kepler-616,c,2
2693,Kepler-617,b,1
2694,Kepler-618,b,1
2695,Kepler-619,b,2
2696,Kepler-619,c,2
2697,Kepler-62,b,5
2698,Kepler-62,c,5
2699,Kepler-62,d,5
2700,Kepler-62,e,5
2701,Kepler-62,f,5
2702,Kepler-620,b,1
2703,Kepler-621,b,1
2704,Kepler-622,b,1
2705,Kepler-623,b,1
2706,Kepler-624,b,1
2707,Kepler-625,b,2
2708,Kepler-625,c,2
2709,Kepler-626,b,1
2710,Kepler-627,b,1
2711,Kepler-628,b,1
2712,Kepler-629,b,1
2713,Kepler-63,b,1
2714,Kepler-630,b,1
2715,Kepler-631,b,1
2716,Kepler-632,b,1
2717,Kepler-633,b,1
2718,Kepler-634,b,1
2719,Kepler-635,b,1
2720,Kepler-636,b,1
2721,Kepler-637,b,1
2722,Kepler-638,b,1
2723,Kepler-639,b,1
2724,Kepler-640,b,1
2725,Kepler-641,b,1
2726,Kepler-642,b,1
2727,Kepler-643,b,1
2728,Kepler-644,b,1
2729,Kepler-645,b,1
2730,Kepler-646,b,1
2731,Kepler-647,b,1
2732,Kepler-648,b,1
2733,Kepler-649,b,1
2734,Kepler-65,b,3
2735,Kepler-65,c,3
2736,Kepler-65,d,3
2737,Kepler-650,b,1
2738,Kepler-651,b,1
2739,Kepler-652,b,1
2740,Kepler-653,b,2
2741,Kepler-653,c,2
2742,Kepler-654,b,1
2743,Kepler-655,b,1
2744,Kepler-656,b,1
2745,Kepler-657,b,1
2746,Kepler-658,b,1
2747,Kepler-659,b,1
2748,Kepler-66,b,1
2749,Kepler-660,b,1
2750,Kepler-661,b,1
2751,Kepler-662,b,1
2752,Kepler-663,b,1
2753,Kepler-664,b,1
2754,Kepler-665,b,1
2755,Kepler-666,b,1
2756,Kepler-667,b,1
2757,Kepler-668,b,1
2758,Kepler-669,b,1
2759,Kepler-67,b,1
2760,Kepler-670,b,1
2761,Kepler-671,b,1
2762,Kepler-672,b,1
2763,Kepler-673,b,1
2764,Kepler-674,b,1
2765,Kepler-675,b,1
2766,Kepler-676,b,1
2767,Kepler-677,b,1
2768,Kepler-678,b,1
2769,Kepler-679,b,1
2770,Kepler-68,b,3
2771,Kepler-68,c,3
2772,Kepler-68,d,3
2773,Kepler-680,b,1
2774,Kepler-681,b,1
2775,Kepler-682,b,1
2776,Kepler-683,b,1
2777,Kepler-684,b,1
2778,Kepler-685,b,1
2779,Kepler-686,b,1
2780,Kepler-687,b,1
2781,Kepler-688,b,1
2782,Kepler-689,b,1
2783,Kepler-69,b,2
2784,Kepler-69,c,2
2785,Kepler-690,b,1
2786,Kepler-691,b,1
2787,Kepler-692,b,1
2788,Kepler-693,b,1
2789,Kepler-694,b,1
2790,Kepler-695,b,1
2791,Kepler-696,b,1
2792,Kepler-697,b,1
2793,Kepler-698,b,1
2794,Kepler-699,b,1
2795,Kepler-7,b,1
2796,Kepler-700,b,1
2797,Kepler-701,b,1
2798,Kepler-702,b,1
2799,Kepler-703,b,1
2800,Kepler-704,b,1
2801,Kepler-705,b,1
2802,Kepler-706,b,1
2803,Kepler-707,b,1
2804,Kepler-708,b,1
2805,Kepler-709,b,1
2806,Kepler-710,b,1
2807,Kepler-711,b,1
2808,Kepler-712,b,2
2809,Kepler-712,c,2
2810,Kepler-713,b,1
2811,Kepler-714,b,1
2812,Kepler-715,b,1
2813,Kepler-716,b,1
2814,Kepler-717,b,1
2815,Kepler-718,b,1
2816,Kepler-719,b,1
2817,Kepler-720,b,1
2818,Kepler-721,b,1
2819,Kepler-722,b,2
2820,Kepler-722,c,2
2821,Kepler-723,b,1
2822,Kepler-724,b,1
2823,Kepler-725,b,1
2824,Kepler-726,b,1
2825,Kepler-727,b,1
2826,Kepler-728,b,1
2827,Kepler-729,b,1
2828,Kepler-730,b,1
2829,Kepler-731,b,1
2830,Kepler-732,b,2
2831,Kepler-732,c,2
2832,Kepler-733,b,1
2833,Kepler-734,b,1
2834,Kepler-735,b,1
2835,Kepler-736,b,1
2836,Kepler-737,b,1
2837,Kepler-738,b,1
2838,Kepler-739,b,1
2839,Kepler-74,b,1
2840,Kepler-740,b,1
2841,Kepler-741,b,1
2842,Kepler-742,b,1
2843,Kepler-743,b,1
2844,Kepler-744,b,1
2845,Kepler-745,b,1
2846,Kepler-746,b,1
2847,Kepler-747,b,1
2848,Kepler-748,b,1
2849,Kepler-749,b,1
2850,Kepler-75,b,1
2851,Kepler-750,b,2
2852,Kepler-750,c,2
2853,Kepler-751,b,1
2854,Kepler-752,b,1
2855,Kepler-753,b,1
2856,Kepler-754,b,1
2857,Kepler-755,b,2
2858,Kepler-755,c,2
2859,Kepler-756,b,1
2860,Kepler-757,b,1
2861,Kepler-758,b,4
2862,Kepler-758,c,4
2863,Kepler-758,d,4
2864,Kepler-758,e,4
2865,Kepler-759,b,1
2866,Kepler-76,b,1
2867,Kepler-760,b,2
2868,Kepler-760,c,2
2869,Kepler-761,b,1
2870,Kepler-762,b,1
2871,Kepler-763,b,1
2872,Kepler-764,b,1
2873,Kepler-765,b,1
2874,Kepler-766,b,1
2875,Kepler-767,b,1
2876,Kepler-768,b,1
2877,Kepler-769,b,2
2878,Kepler-769,c,2
2879,Kepler-77,b,1
2880,Kepler-770,b,3
2881,Kepler-770,c,3
2882,Kepler-770,d,3
2883,Kepler-771,b,1
2884,Kepler-772,b,1
2885,Kepler-773,b,1
2886,Kepler-774,b,1
2887,Kepler-775,b,1
2888,Kepler-776,b,1
2889,Kepler-777,b,1
2890,Kepler-778,b,1
2891,Kepler-779,b,1
2892,Kepler-78,b,1
2893,Kepler-780,b,1
2894,Kepler-781,b,1
2895,Kepler-782,b,1
2896,Kepler-783,b,1
2897,Kepler-784,b,1
2898,Kepler-785,b,1
2899,Kepler-786,b,1
2900,Kepler-787,b,1
2901,Kepler-788,b,1
2902,Kepler-789,b,1
2903,Kepler-79,b,4
2904,Kepler-79,c,4
2905,Kepler-79,d,4
2906,Kepler-79,e,4
2907,Kepler-790,b,1
2908,Kepler-791,b,1
2909,Kepler-792,b,1
2910,Kepler-793,b,1
2911,Kepler-794,b,1
2912,Kepler-795,b,1
2913,Kepler-796,b,1
2914,Kepler-797,b,1
2915,Kepler-798,b,1
2916,Kepler-799,b,1
2917,Kepler-8,b,1
2918,Kepler-80,b,5
2919,Kepler-80,c,5
2920,Kepler-80,d,5
2921,Kepler-80,e,5
2922,Kepler-80,f,5
2923,Kepler-800,b,1
2924,Kepler-801,b,1
2925,Kepler-802,b,1
2926,Kepler-803,b,1
2927,Kepler-804,b,2
2928,Kepler-804,c,2
2929,Kepler-805,b,1
2930,Kepler-806,b,1
2931,Kepler-807,b,1
2932,Kepler-808,b,1
2933,Kepler-809,b,1
2934,Kepler-81,b,3
2935,Kepler-81,c,3
2936,Kepler-81,d,3
2937,Kepler-810,b,1
2938,Kepler-811,b,1
2939,Kepler-812,b,1
2940,Kepler-813,b,1
2941,Kepler-814,b,1
2942,Kepler-815,b,1
2943,Kepler-816,b,1
2944,Kepler-817,b,1
2945,Kepler-818,b,1
2946,Kepler-819,b,1
2947,Kepler-82,b,4
2948,Kepler-82,c,4
2949,Kepler-82,d,4
2950,Kepler-82,e,4
2951,Kepler-820,b,1
2952,Kepler-821,b,1
2953,Kepler-822,b,1
2954,Kepler-823,b,1
2955,Kepler-824,b,1
2956,Kepler-825,b,2
2957,Kepler-825,c,2
2958,Kepler-826,b,1
2959,Kepler-827,b,1
2960,Kepler-828,b,1
2961,Kepler-829,b,1
2962,Kepler-83,b,3
2963,Kepler-83,c,3
2964,Kepler-83,d,3
2965,Kepler-830,b,1
2966,Kepler-831,b,1
2967,Kepler-832,b,1
2968,Kepler-833,b,1
2969,Kepler-834,b,1
2970,Kepler-835,b,1
2971,Kepler-836,b,1
2972,Kepler-837,b,1
2973,Kepler-838,b,1
2974,Kepler-839,b,1
2975,Kepler-84,b,5
2976,Kepler-84,c,5
2977,Kepler-84,d,5
2978,Kepler-84,e,5
2979,Kepler-84,f,5
2980,Kepler-840,b,1
2981,Kepler-841,b,1
2982,Kepler-842,b,1
2983,Kepler-843,b,1
2984,Kepler-844,b,1
2985,Kepler-845,b,1
2986,Kepler-846,b,1
2987,Kepler-847,b,1
2988,Kepler-848,b,1
2989,Kepler-849,b,1
2990,Kepler-85,b,4
2991,Kepler-85,c,4
2992,Kepler-85,d,4
2993,Kepler-85,e,4
2994,Kepler-850,b,1
2995,Kepler-851,b,1
2996,Kepler-852,b,1
2997,Kepler-853,b,1
2998,Kepler-854,b,1
2999,Kepler-855,b,1
3000,Kepler-856,b,1
3001,Kepler-857,b,1
3002,Kepler-858,b,1
3003,Kepler-859,b,1
3004,Kepler-860,b,1
3005,Kepler-861,b,1
3006,Kepler-862,b,1
3007,Kepler-863,b,1
3008,Kepler-864,b,1
3009,Kepler-865,b,1
3010,Kepler-866,b,1
3011,Kepler-867,b,1
3012,Kepler-868,b,1
3013,Kepler-869,b,1
3014,Kepler-87,b,2
3015,Kepler-87,c,2
3016,Kepler-870,b,1
3017,Kepler-871,b,1
3018,Kepler-872,b,1
3019,Kepler-873,b,1
3020,Kepler-874,b,1
3021,Kepler-875,b,1
3022,Kepler-876,b,1
3023,Kepler-877,b,1
3024,Kepler-878,b,1
3025,Kepler-879,b,1
3026,Kepler-880,b,1
3027,Kepler-881,b,1
3028,Kepler-882,b,1
3029,Kepler-883,b,1
3030,Kepler-884,b,1
3031,Kepler-885,b,1
3032,Kepler-886,b,1
3033,Kepler-887,b,2
3034,Kepler-887,c,2
3035,Kepler-888,b,1
3036,Kepler-889,b,1
3037,Kepler-890,b,1
3038,Kepler-891,b,1
3039,Kepler-892,b,1
3040,Kepler-893,b,1
3041,Kepler-894,b,1
3042,Kepler-895,b,1
3043,Kepler-896,b,1
3044,Kepler-897,b,1
3045,Kepler-898,b,1
3046,Kepler-899,b,1
3047,Kepler-9,b,3
3048,Kepler-9,c,3
3049,Kepler-9,d,3
3050,Kepler-900,b,1
3051,Kepler-901,b,1
3052,Kepler-902,b,1
3053,Kepler-903,b,2
3054,Kepler-903,c,2
3055,Kepler-904,b,1
3056,Kepler-905,b,1
3057,Kepler-906,b,1
3058,Kepler-907,b,1
3059,Kepler-908,b,1
3060,Kepler-909,b,1
3061,Kepler-91,b,1
3062,Kepler-910,b,1
3063,Kepler-911,b,1
3064,Kepler-912,b,1
3065,Kepler-913,b,1
3066,Kepler-914,b,1
3067,Kepler-915,b,1
3068,Kepler-916,b,1
3069,Kepler-917,b,1
3070,Kepler-918,b,1
3071,Kepler-919,b,1
3072,Kepler-92,b,3
3073,Kepler-92,c,3
3074,Kepler-92,d,3
3075,Kepler-920,b,2
3076,Kepler-920,c,2
3077,Kepler-921,b,1
3078,Kepler-922,b,1
3079,Kepler-923,b,1
3080,Kepler-924,b,1
3081,Kepler-925,b,1
3082,Kepler-926,b,1
3083,Kepler-927,b,1
3084,Kepler-928,b,1
3085,Kepler-929,b,1
3086,Kepler-93,b,2
3087,Kepler-93,c,2
3088,Kepler-930,b,1
3089,Kepler-931,b,1
3090,Kepler-932,b,1
3091,Kepler-933,b,1
3092,Kepler-934,b,1
3093,Kepler-935,b,1
3094,Kepler-936,b,1
3095,Kepler-937,b,2
3096,Kepler-937,c,2
3097,Kepler-938,b,1
3098,Kepler-939,b,1
3099,Kepler-94,b,2
3100,Kepler-94,c,2
3101,Kepler-940,b,1
3102,Kepler-941,b,1
3103,Kepler-942,b,1
3104,Kepler-943,b,1
3105,Kepler-944,b,1
3106,Kepler-945,b,1
3107,Kepler-946,b,1
3108,Kepler-947,b,1
3109,Kepler-948,b,1
3110,Kepler-949,b,1
3111,Kepler-95,b,1
3112,Kepler-950,b,1
3113,Kepler-951,b,1
3114,Kepler-952,b,1
3115,Kepler-953,b,2
3116,Kepler-953,c,2
3117,Kepler-954,b,1
3118,Kepler-955,b,1
3119,Kepler-956,b,1
3120,Kepler-957,b,1
3121,Kepler-958,b,1
3122,Kepler-959,b,1
3123,Kepler-96,b,1
3124,Kepler-960,b,1
3125,Kepler-961,b,1
3126,Kepler-962,b,1
3127,Kepler-963,b,1
3128,Kepler-964,b,1
3129,Kepler-965,b,1
3130,Kepler-966,b,1
3131,Kepler-967,b,2
3132,Kepler-967,c,2
3133,Kepler-968,b,2
3134,Kepler-968,c,2
3135,Kepler-969,b,2
3136,Kepler-969,c,2
3137,Kepler-97,b,2
3138,Kepler-97,c,2
3139,Kepler-970,b,1
3140,Kepler-971,b,1
3141,Kepler-972,b,1
3142,Kepler-973,b,1
3143,Kepler-974,b,1
3144,Kepler-975,b,1
3145,Kepler-976,b,1
3146,Kepler-977,b,1
3147,Kepler-978,b,1
3148,Kepler-979,b,1
3149,Kepler-98,b,1
3150,Kepler-980,b,1
3151,Kepler-981,b,1
3152,Kepler-982,b,1
3153,Kepler-983,b,1
3154,Kepler-984,b,1
3155,Kepler-985,b,1
3156,Kepler-986,b,1
3157,Kepler-987,b,1
3158,Kepler-988,b,1
3159,Kepler-989,b,1
3160,Kepler-99,b,1
3161,Kepler-990,b,2
3162,Kepler-990,c,2
3163,Kepler-991,b,1
3164,Kepler-992,b,1
3165,Kepler-993,b,1
3166,Kepler-994,b,1
3167,Kepler-995,b,1
3168,Kepler-996,b,1
3169,Kepler-997,b,1
3170,Kepler-998,b,1
3171,Kepler-999,b,1
3172,LkCa 15,b,2
3173,LkCa 15,c,2
3174,Lupus-TR-3,b,1
3175,MOA 2007-BLG-192L,b,1
3176,MOA 2007-BLG-400L,b,1
3177,MOA 2008-BLG-310L,b,1
3178,MOA 2008-BLG-379L,b,1
3179,MOA 2009-BLG-266L,b,1
3180,MOA 2009-BLG-319L,b,1
3181,MOA 2009-BLG-387L,b,1
3182,MOA 2010-BLG-073L,b,1
3183,MOA 2010-BLG-328L,b,1
3184,MOA 2010-BLG-353L,b,1
3185,MOA 2010-BLG-477L,b,1
3186,MOA 2011-BLG-028L,b,1
3187,MOA 2011-BLG-262L,b,1
3188,MOA 2011-BLG-293L,b,1
3189,MOA 2011-BLG-322L,b,1
3190,MOA 2013-BLG-605L,b,1
3191,MOA-bin-1L,b,1
3192,NGC 2682 Sand 364,b,1
3193,NGC 2682 YBP 1194,b,1
3194,NGC 2682 YBP 1514,b,1
3195,NGC 2682 YBP 401,b,1
3196,NGC 4349 127,b,1
3197,NN Ser,c,2
3198,NN Ser,d,2
3199,NY Vir,b,1
3200,OGLE 2003-BLG-235L,b,1
3201,OGLE 2005-BLG-169L,b,1
3202,OGLE 2005-BLG-390L,b,1
3203,OGLE 2005-BLG-71L,b,1
3204,OGLE 2006-BLG-109L,b,2
3205,OGLE 2006-BLG-109L,c,2
3206,OGLE 2007-BLG-349L A,c,1
3207,OGLE 2007-BLG-368L,b,1
3208,OGLE 2008-BLG-355L,b,1
3209,OGLE 2008-BLG-92L,b,1
3210,OGLE 2011-BLG-251L,b,1
3211,OGLE 2011-BLG-265L,b,1
3212,OGLE 2012-BLG-0563L,b,1
3213,OGLE 2012-BLG-0724L,b,1
3214,OGLE 2012-BLG-26L,b,2
3215,OGLE 2012-BLG-26L,c,2
3216,OGLE 2012-BLG-358L,b,1
3217,OGLE 2012-BLG-406L,b,1
3218,OGLE 2013-BLG-102L,b,1
3219,OGLE 2013-BLG-341L B,b,1
3220,OGLE 2014-BLG-0676L,b,1
3221,OGLE 2014-BLG-124L,b,1
3222,OGLE 2015-BLG-0051L,b,1
3223,OGLE 2015-BLG-0954L,b,1
3224,OGLE 2015-BLG-0966L,b,1
3225,OGLE-2012-BLG-0950L,b,1
3226,OGLE-2014-BLG-1760,b,1
3227,OGLE-TR-056,b,1
3228,OGLE-TR-10,b,1
3229,OGLE-TR-111,b,1
3230,OGLE-TR-113,b,1
3231,OGLE-TR-132,b,1
3232,OGLE-TR-182,b,1
3233,OGLE-TR-211,b,1
3234,OGLE2-TR-L9,b,1
3235,Oph 11,b,1
3236,PH1,b,1
3237,PH2,b,1
3238,POTS-1,b,1
3239,PSR B1257+12,b,3
3240,PSR B1257+12,c,3
3241,PSR B1257+12,d,3
3242,PSR B1620-26,b,1
3243,PSR J1719-1438,b,1
3244,Pr0201,b,1
3245,Pr0211,b,2
3246,Pr0211,c,2
3247,Proxima Cen,b,1
3248,Qatar-1,b,1
3249,Qatar-2,b,1
3250,ROXs 12,b,1
3251,ROXs 42 B,b,1
3252,RR Cae,b,1
3253,Ross 458,c,1
3254,SR 12 AB,c,1
3255,SWEEPS-11,b,1
3256,SWEEPS-4,b,1
3257,TRAPPIST-1,b,3
3258,TRAPPIST-1,c,3
3259,TRAPPIST-1,d,3
3260,TYC 1422-614-1,b,2
3261,TYC 1422-614-1,c,2
3262,TYC 3667-1280-1,b,1
3263,TrES-1,b,1
3264,TrES-2,b,1
3265,TrES-3,b,1
3266,TrES-4,b,1
3267,TrES-5,b,1
3268,USco CTIO 108,b,1
3269,UZ For,b,2
3270,UZ For,c,2
3271,V0391 Peg,b,1
3272,V830 Tau,b,1
3273,VHS J125601.92-125723.9,b,1
3274,WASP-1,b,1
3275,WASP-10,b,1
3276,WASP-100,b,1
3277,WASP-101,b,1
3278,WASP-103,b,1
3279,WASP-104,b,1
3280,WASP-106,b,1
3281,WASP-11,b,1
3282,WASP-113,b,1
3283,WASP-114,b,1
3284,WASP-117,b,1
3285,WASP-118,b,1
3286,WASP-119,b,1
3287,WASP-12,b,1
3288,WASP-120,b,1
3289,WASP-121,b,1
3290,WASP-123,b,1
3291,WASP-124,b,1
3292,WASP-126,b,1
3293,WASP-127,b,1
3294,WASP-129,b,1
3295,WASP-13,b,1
3296,WASP-130,b,1
3297,WASP-131,b,1
3298,WASP-132,b,1
3299,WASP-133,b,1
3300,WASP-135,b,1
3301,WASP-136,b,1
3302,WASP-138,b,1
3303,WASP-139,b,1
3304,WASP-14,b,1
3305,WASP-140,b,1
3306,WASP-141,b,1
3307,WASP-142,b,1
3308,WASP-15,b,1
3309,WASP-157,b,1
3310,WASP-16,b,1
3311,WASP-17,b,1
3312,WASP-18,b,1
3313,WASP-19,b,1
3314,WASP-2,b,1
3315,WASP-20,b,1
3316,WASP-21,b,1
3317,WASP-22,b,1
3318,WASP-23,b,1
3319,WASP-24,b,1
3320,WASP-25,b,1
3321,WASP-26,b,1
3322,WASP-28,b,1
3323,WASP-29,b,1
3324,WASP-3,b,1
3325,WASP-31,b,1
3326,WASP-32,b,1
3327,WASP-33,b,1
3328,WASP-34,b,1
3329,WASP-35,b,1
3330,WASP-36,b,1
3331,WASP-37,b,1
3332,WASP-38,b,1
3333,WASP-39,b,1
3334,WASP-4,b,1
3335,WASP-41,b,2
3336,WASP-41,c,2
3337,WASP-42,b,1
3338,WASP-43,b,1
3339,WASP-44,b,1
3340,WASP-45,b,1
3341,WASP-46,b,1
3342,WASP-47,b,4
3343,WASP-47,c,4
3344,WASP-47,d,4
3345,WASP-47,e,4
3346,WASP-48,b,1
3347,WASP-49,b,1
3348,WASP-5,b,1
3349,WASP-50,b,1
3350,WASP-52,b,1
3351,WASP-54,b,1
3352,WASP-55,b,1
3353,WASP-56,b,1
3354,WASP-57,b,1
3355,WASP-58,b,1
3356,WASP-59,b,1
3357,WASP-6,b,1
3358,WASP-60,b,1
3359,WASP-61,b,1
3360,WASP-62,b,1
3361,WASP-63,b,1
3362,WASP-64,b,1
3363,WASP-65,b,1
3364,WASP-66,b,1
3365,WASP-67,b,1
3366,WASP-68,b,1
3367,WASP-69,b,1
3368,WASP-7,b,1
3369,WASP-70 A,b,1
3370,WASP-71,b,1
3371,WASP-72,b,1
3372,WASP-73,b,1
3373,WASP-74,b,1
3374,WASP-75,b,1
3375,WASP-76,b,1
3376,WASP-77 A,b,1
3377,WASP-78,b,1
3378,WASP-79,b,1
3379,WASP-8,b,2
3380,WASP-8,c,2
3381,WASP-80,b,1
3382,WASP-82,b,1
3383,WASP-83,b,1
3384,WASP-84,b,1
3385,WASP-85 A,b,1
3386,WASP-88,b,1
3387,WASP-89,b,1
3388,WASP-90,b,1
3389,WASP-92,b,1
3390,WASP-93,b,1
3391,WASP-94 A,b,1
3392,WASP-94 B,b,1
3393,WASP-95,b,1
3394,WASP-96,b,1
3395,WASP-97,b,1
3396,WASP-98,b,1
3397,WASP-99,b,1
3398,WD 0806-661,b,1
3399,WISEP J121756.91+162640.2 A,b,1
3400,WTS-1,b,1
3401,WTS-2,b,1
3402,Wolf 1061,b,3
3403,Wolf 1061,c,3
3404,Wolf 1061,d,3
3405,XO-1,b,1
3406,XO-2 N,b,1
3407,XO-2 S,b,2
3408,XO-2 S,c,2
3409,XO-3,b,1
3410,XO-4,b,1
3411,XO-5,b,1
3412,XO-6,b,1
3413,alf Ari,b,1
3414,alf Tau,b,1
3415,bet Cnc,b,1
3416,bet Pic,b,1
3417,bet UMi,b,1
3418,eps CrB,b,1
3419,eps Eri,b,1
3420,eps Tau,b,1
3421,gam 1 Leo,b,1
3422,gam Cep,b,1
3423,kap And,b,1
3424,kap CrB,b,1
3425,mu Leo,b,1
3426,nu Oph,b,2
3427,nu Oph,c,2
3428,ome Ser,b,1
3429,omi CrB,b,1
3430,omi UMa,b,1
3431,psi Dra B,b,1
3432,rho CrB,b,2
3433,rho CrB,c,2
3434,tau Boo,b,1
3435,tau Gem,b,1
3436,ups And,b,3
3437,ups And,c,3
3438,ups And,d,3
3439,xi Aql,b,1
